match_id,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,wide_runs,noball_runs
70,20,1,SK Raina,KL Rahul,Trent Boult,1,0,1,,,0,0
190,18,5,Hardik Pandya,Shikhar Dhawan,Chris Woakes,0,1,1,,,0,1
40,5,2,Ishan Kishan,R Ashwin,BA Stokes,6,0,6,,,0,0
200,8,6,Rashid Khan,Andre Russell,DJ Bravo,0,0,0,,,0,0
74,9,4,D Karthik,M Pandey,Jasprit Bumrah,0,0,0,,,0,0
198,11,1,RG Sharma,MS Dhoni,Sandeep Sharma,0,0,0,,,0,0
191,10,5,Shikhar Dhawan,V Kohli,Yuzvendra Chahal,6,0,6,,,0,0
128,17,6,CH Gayle,Rashid Khan,JJ Bumrah,1,0,1,,,0,0
183,14,6,G Maxwell,P Cummins,Mitchell Starc,1,0,1,,,0,0
44,17,2,KL Rahul,MS Dhoni,Kagiso Rabada,0,0,0,,,0,0
109,16,4,KS Williamson,Ishan Kishan,SL Malinga,1,0,1,,,0,0
197,4,3,RV Uthappa,Shikhar Dhawan,Jasprit Bumrah,0,1,1,,,0,1
101,7,3,E Lewis,DA Warner,Rashid Khan,4,0,4,,,0,0
2,20,4,BB McCullum,RV Uthappa,Kagiso Rabada,0,0,0,,,0,0
103,12,1,AB de Villiers,Trent Boult,Anrich Nortje,0,0,0,,,0,0
106,4,4,V Kohli,KS Williamson,Mayank Markande,0,0,0,,,0,0
110,6,5,R Ashwin,AB de Villiers,Rashid Khan,1,0,1,,,0,0
192,14,1,G Maxwell,S Marsh,SL Malinga,1,0,1,,,0,0
191,11,1,KS Williamson,S Dhawan,Anrich Nortje,0,0,0,,,0,0
126,18,4,SR Tendulkar,BB McCullum,Bhuvneshwar Kumar,2,0,2,,,0,0
100,5,1,AB de Villiers,R Sharma,SP Narine,1,0,1,,,0,0
61,2,6,BB McCullum,Trent Boult,Imran Tahir,1,0,1,,,0,0
125,3,4,P Cummins,J Buttler,Mitchell Starc,0,0,0,,,0,0
68,8,6,Mujeeb Ur Rahman,S Marsh,Anrich Nortje,0,0,0,,,0,0
129,20,2,S Marsh,J Buttler,Sandeep Sharma,1,0,1,,,0,0
50,5,4,R Sharma,S Dhawan,R Ashwin,0,0,0,,,0,0
180,8,2,BB McCullum,Trent Boult,Anrich Nortje,0,0,0,,,0,0
29,9,3,R Ashwin,SK Trivedi,Yuzvendra Chahal,4,0,4,,,0,0
1,2,6,SR Watson,S Dhawan,Jasprit Bumrah,4,0,4,,,0,0
48,9,4,SK Trivedi,BB McCullum,Jasprit Bumrah,0,0,0,,,0,0
198,5,3,SK Trivedi,Ishan Kishan,Chris Woakes,0,0,0,,,0,0
54,19,4,RG Sharma,CH Gayle,SP Narine,1,0,1,,,0,0
168,7,2,Trent Boult,AB de Villiers,R Ashwin,0,0,0,,,0,0
122,7,5,J Buttler,DA Warner,SP Narine,0,0,0,,,0,0
195,18,3,SK Trivedi,Kagiso Rabada,SL Malinga,0,0,0,,,0,0
129,1,2,R Ashwin,SR Tendulkar,Jasprit Bumrah,1,0,1,,,0,0
178,7,6,Hardik Pandya,E Lewis,Pat Cummins,1,0,1,,,0,0
193,17,4,Ishan Kishan,Rashid Khan,Imran Tahir,0,0,0,,,0,0
56,19,6,V Kohli,D Karthik,Rashid Khan,0,0,0,,,0,0
57,10,6,R Ashwin,CH Gayle,DJ Bravo,0,0,0,,,0,0
164,5,3,SR Tendulkar,Yuvraj Singh,BA Stokes,1,0,1,,,0,0
137,4,1,G Maxwell,Ishan Kishan,Trent Boult,0,0,0,,,0,0
185,5,4,Yuvraj Singh,BB McCullum,BA Stokes,0,0,0,,,0,0
188,9,2,J Bumrah,R Sharma,Pat Cummins,2,0,2,,,0,0
150,4,6,Ishan Kishan,J Bumrah,Imran Tahir,0,0,0,,,0,0
69,7,5,Hardik Pandya,J Buttler,Rashid Khan,1,0,1,,,0,0
123,3,4,KL Rahul,Andre Russell,DJ Bravo,0,0,0,,,0,0
187,6,6,Yuvraj Singh,R Sharma,Jasprit Bumrah,0,0,0,,,0,0
156,7,1,J Buttler,MS Dhoni,Yuzvendra Chahal,0,0,0,,,0,0
26,17,2,V Kohli,CH Gayle,Bhuvneshwar Kumar,1,0,1,V Kohli,bowled,0,0
64,3,3,J Buttler,V Kohli,JJ Bumrah,4,0,4,,,0,0
87,3,2,SR Tendulkar,Shikhar Dhawan,Chris Woakes,4,0,4,,,0,0
123,5,2,SK Raina,Yuvraj Singh,Pat Cummins,0,0,0,,,0,0
76,4,5,Rashid Khan,J Buttler,JJ Bumrah,1,0,1,,,0,0
38,12,6,Yuvraj Singh,M Pandey,Bhuvneshwar Kumar,0,0,0,,,0,0
126,6,1,M Pandey,AB de Villiers,Jasprit Bumrah,0,0,0,,,0,0
22,2,5,J Buttler,S Marsh,Yuzvendra Chahal,4,0,4,,,0,0
39,10,5,Yuvraj Singh,SK Trivedi,SL Malinga,0,0,0,,,0,0
68,3,1,J Buttler,KS Williamson,Trent Boult,0,0,0,,,0,0
123,3,1,Mujeeb Ur Rahman,R Ashwin,SP Narine,0,0,0,,,0,0
99,12,3,Shikhar Dhawan,Mujeeb Ur Rahman,Anrich Nortje,0,0,0,,,0,0
86,5,6,P Cummins,Hardik Pandya,Yuzvendra Chahal,0,0,0,,,0,0
138,8,4,RG Sharma,Mujeeb Ur Rahman,Mitchell Starc,1,0,1,,,0,0
180,3,2,SK Trivedi,V Kohli,KL Rahul,0,0,0,,,0,0
35,4,1,G Maxwell,Ishan Kishan,SP Narine,4,0,4,,,0,0
108,8,2,M Pandey,SK Raina,SP Narine,3,0,3,,,0,0
188,1,6,Mujeeb Ur Rahman,SK Trivedi,BA Stokes,0,0,0,,,0,0
153,6,1,J Buttler,Ishan Kishan,SP Narine,0,0,0,,,0,0
107,5,2,Andre Russell,SR Tendulkar,Mitchell Starc,0,0,0,,,0,0
87,15,6,V Kohli,RV Uthappa,SL Malinga,1,0,1,,,0,0
193,6,5,KS Williamson,V Kohli,Bhuvneshwar Kumar,0,0,0,,,0,0
142,9,5,E Lewis,RV Uthappa,Sandeep Sharma,1,0,1,,,0,0
134,13,2,S Dhawan,Rashid Khan,Imran Tahir,0,0,0,,,0,0
144,20,1,Kagiso Rabada,Shikhar Dhawan,Trent Boult,1,0,1,,,0,0
14,12,6,Mujeeb Ur Rahman,S Marsh,Mayank Markande,0,0,0,,,0,0
86,1,2,Yuvraj Singh,KS Williamson,Pat Cummins,0,0,0,KS Williamson,bowled,0,0
142,7,6,DA Warner,J Bumrah,Mayank Markande,4,0,4,,,0,0
124,2,1,SR Watson,RG Sharma,Jasprit Bumrah,2,1,3,,,1,0
102,17,2,SR Watson,Rashid Khan,Kagiso Rabada,0,0,0,,,0,0
105,17,1,E Lewis,J Buttler,JJ Bumrah,4,0,4,,,0,0
10,10,2,J Buttler,Andre Russell,R Ashwin,1,0,1,,,0,0
56,5,6,KS Williamson,D Karthik,Mitchell Starc,4,0,4,,,0,0
197,11,4,SR Tendulkar,G Maxwell,Jasprit Bumrah,2,0,2,,,0,0
183,13,2,S Dhawan,MS Dhoni,SP Narine,0,0,0,,,0,0
4,5,3,RG Sharma,E Lewis,SL Malinga,0,0,0,,,0,0
18,9,5,SK Trivedi,G Maxwell,R Ashwin,0,0,0,,,0,0
122,9,4,SR Tendulkar,CH Gayle,Chris Woakes,1,0,1,,,0,0
105,20,6,SR Tendulkar,Kagiso Rabada,Kagiso Rabada,1,0,1,,,0,0
22,14,5,Trent Boult,J Bumrah,BA Stokes,0,0,0,,,0,0
63,18,1,J Buttler,AB de Villiers,Jasprit Bumrah,0,0,0,,,0,0
58,13,4,RG Sharma,SK Trivedi,Rashid Khan,4,0,4,,,0,0
28,3,2,AB de Villiers,Rashid Khan,Yuzvendra Chahal,6,0,6,,,0,0
155,16,2,Andre Russell,CH Gayle,Mayank Markande,1,0,1,,,0,0
38,7,3,DA Warner,Hardik Pandya,BA Stokes,0,0,0,,,0,0
122,7,1,S Dhawan,R Sharma,Yuzvendra Chahal,0,0,0,,,0,0
18,9,4,RG Sharma,SR Watson,Rashid Khan,0,0,0,,,0,0
67,6,1,RG Sharma,Trent Boult,Trent Boult,4,0,4,,,0,0
108,16,4,KS Williamson,Trent Boult,Kagiso Rabada,0,0,0,,,0,0
144,20,2,MS Dhoni,KS Williamson,Trent Boult,1,0,1,,,0,0
189,11,1,J Buttler,Andre Russell,SP Narine,0,0,0,,,0,0
173,14,3,D Karthik,V Kohli,Rashid Khan,1,0,1,,,0,0
164,19,1,DA Warner,M Pandey,KL Rahul,1,0,1,,,0,0
97,7,3,S Dhawan,S Marsh,Chris Woakes,3,0,3,,,0,0
78,10,5,CH Gayle,E Lewis,Rashid Khan,0,0,0,,,0,0
110,17,3,CH Gayle,S Marsh,Rashid Khan,0,0,0,,,0,0
139,14,4,Yuvraj Singh,Trent Boult,Jasprit Bumrah,0,0,0,,,0,0
26,3,1,RG Sharma,R Sharma,Imran Tahir,4,0,4,,,0,0
160,18,1,Trent Boult,D Karthik,Chris Woakes,4,0,4,,,0,0
55,8,4,Ishan Kishan,CH Gayle,KL Rahul,1,0,1,,,0,0
119,14,6,Hardik Pandya,V Kohli,Kagiso Rabada,1,0,1,,,0,0
169,9,3,Rashid Khan,P Cummins,JJ Bumrah,1,0,1,Rashid Khan,lbw,0,0
133,20,3,BB McCullum,KS Williamson,Chris Woakes,0,0,0,,,0,0
50,20,6,Hardik Pandya,SK Raina,Chris Woakes,4,0,4,,,0,0
187,6,4,SR Watson,KS Williamson,Yuzvendra Chahal,0,0,0,,,0,0
31,19,4,J Bumrah,KS Williamson,Trent Boult,0,0,0,,,0,0
161,19,2,R Sharma,AB de Villiers,Chris Woakes,1,0,1,,,0,0
117,12,2,P Cummins,M Pandey,Jasprit Bumrah,0,0,0,,,0,0
97,9,6,SK Raina,Yuvraj Singh,R Ashwin,0,0,0,,,0,0
149,4,1,Kagiso Rabada,CH Gayle,SL Malinga,1,0,1,,,0,0
20,16,3,S Dhawan,Rashid Khan,SL Malinga,0,0,0,,,0,0
161,3,2,Rashid Khan,Ishan Kishan,Trent Boult,1,0,1,,,0,0
77,1,2,DA Warner,SR Tendulkar,Trent Boult,0,0,0,,,0,0
140,1,2,D Karthik,J Bumrah,SL Malinga,0,0,0,D Karthik,bowled,0,0
94,4,2,R Sharma,BB McCullum,SP Narine,0,0,0,,,0,0
69,9,4,S Marsh,RG Sharma,Kagiso Rabada,0,0,0,,,0,0
127,14,5,Hardik Pandya,S Marsh,Mayank Markande,1,0,1,,,0,0
72,13,1,RV Uthappa,KS Williamson,KL Rahul,0,0,0,,,0,0
109,20,6,R Ashwin,BB McCullum,Imran Tahir,1,0,1,,,0,0
91,12,6,MS Dhoni,Kagiso Rabada,DJ Bravo,1,0,1,,,0,0
105,10,5,D Karthik,G Maxwell,Bhuvneshwar Kumar,1,0,1,,,0,0
48,12,2,MS Dhoni,M Pandey,Kagiso Rabada,4,0,4,,,0,0
82,1,6,BB McCullum,S Dhawan,Rashid Khan,1,0,1,,,0,0
17,13,3,S Dhawan,M Pandey,SL Malinga,0,0,0,,,0,0
172,3,5,Rashid Khan,Trent Boult,Trent Boult,0,0,0,,,0,0
127,16,1,R Ashwin,Mujeeb Ur Rahman,SL Malinga,0,0,0,,,0,0
99,8,5,R Sharma,RV Uthappa,JJ Bumrah,1,0,1,,,0,0
119,10,2,Hardik Pandya,DA Warner,Pat Cummins,0,0,0,,,0,0
18,16,1,Rashid Khan,RV Uthappa,Mayank Markande,1,0,1,,,0,0
199,11,4,SK Raina,Rashid Khan,Jasprit Bumrah,1,0,1,,,0,0
32,12,5,AB de Villiers,R Sharma,Sandeep Sharma,0,0,0,,,0,0
83,14,2,KS Williamson,RG Sharma,KL Rahul,2,0,2,,,0,0
138,1,6,SK Raina,R Ashwin,BA Stokes,0,0,0,,,0,0
85,20,4,R Ashwin,KS Williamson,SP Narine,0,0,0,,,0,0
38,19,4,Trent Boult,CH Gayle,Mitchell Starc,1,0,1,,,0,0
72,11,6,Andre Russell,M Pandey,R Ashwin,1,0,1,,,0,0
143,8,6,S Dhawan,MS Dhoni,R Ashwin,1,0,1,S Dhawan,run out,0,0
99,7,4,AB de Villiers,G Maxwell,KL Rahul,0,0,0,,,0,0
81,10,6,Kagiso Rabada,J Buttler,Mitchell Starc,0,0,0,,,0,0
99,15,5,E Lewis,S Marsh,Bhuvneshwar Kumar,3,0,3,,,0,0
79,19,6,AB de Villiers,KS Williamson,Rashid Khan,2,0,2,,,0,0
118,6,3,R Sharma,Shikhar Dhawan,Mitchell Starc,1,0,1,,,0,0
22,12,4,S Dhawan,J Buttler,Bhuvneshwar Kumar,0,0,0,,,0,0
70,12,1,SK Raina,Hardik Pandya,Yuzvendra Chahal,1,0,1,,,0,0
71,17,5,Shikhar Dhawan,Mujeeb Ur Rahman,SL Malinga,0,0,0,,,0,0
57,4,1,DA Warner,Yuvraj Singh,Sandeep Sharma,0,0,0,,,0,0
159,13,4,Hardik Pandya,AB de Villiers,Sandeep Sharma,4,0,4,,,0,0
53,6,2,G Maxwell,Yuvraj Singh,Imran Tahir,0,1,1,,,0,1
180,20,4,RV Uthappa,P Cummins,DJ Bravo,6,0,6,,,0,0
117,5,1,Andre Russell,Mujeeb Ur Rahman,Trent Boult,0,0,0,,,0,0
44,1,5,G Maxwell,Shikhar Dhawan,Chris Woakes,0,1,1,,,1,0
12,1,5,Yuvraj Singh,M Pandey,Mitchell Starc,1,0,1,,,0,0
26,10,6,BB McCullum,Kagiso Rabada,Anrich Nortje,4,0,4,,,0,0
125,9,3,Kagiso Rabada,V Kohli,Kagiso Rabada,1,0,1,,,0,0
170,20,4,CH Gayle,Yuvraj Singh,Mitchell Starc,2,0,2,,,0,0
57,5,3,Shikhar Dhawan,R Sharma,Sandeep Sharma,1,0,1,,,0,0
53,3,2,Ishan Kishan,AB de Villiers,Mayank Markande,1,0,1,,,0,0
116,17,2,J Bumrah,SK Trivedi,Trent Boult,4,0,4,,,0,0
80,7,1,D Karthik,BB McCullum,Imran Tahir,0,0,0,,,0,0
89,10,1,V Kohli,E Lewis,SP Narine,1,0,1,,,0,0
160,18,6,KS Williamson,SR Watson,Anrich Nortje,0,0,0,KS Williamson,bowled,0,0
73,19,1,SK Raina,E Lewis,Jasprit Bumrah,6,1,7,,,1,0
13,9,2,G Maxwell,Yuvraj Singh,Mitchell Starc,4,0,4,,,0,0
23,9,2,S Marsh,Trent Boult,Chris Woakes,0,0,0,,,0,0
91,8,6,Ishan Kishan,Trent Boult,Bhuvneshwar Kumar,1,0,1,,,0,0
78,20,3,KL Rahul,Trent Boult,Trent Boult,4,0,4,,,0,0
65,5,4,S Marsh,SR Watson,Jasprit Bumrah,0,0,0,,,0,0
140,6,4,Mujeeb Ur Rahman,AB de Villiers,SP Narine,1,0,1,,,0,0
176,12,4,G Maxwell,Trent Boult,Rashid Khan,4,0,4,G Maxwell,run out,0,0
23,5,5,RV Uthappa,P Cummins,Chris Woakes,0,0,0,,,0,0
145,10,1,Hardik Pandya,SR Tendulkar,Bhuvneshwar Kumar,1,0,1,,,0,0
133,15,1,RG Sharma,SK Raina,Mayank Markande,0,0,0,,,0,0
25,10,5,Andre Russell,BB McCullum,BA Stokes,4,0,4,,,0,0
184,2,6,S Dhawan,J Buttler,Pat Cummins,6,0,6,,,0,0
173,5,3,RV Uthappa,V Kohli,Anrich Nortje,4,0,4,,,0,0
40,20,1,D Karthik,AB de Villiers,Sandeep Sharma,1,0,1,,,0,0
114,13,1,CH Gayle,SR Watson,Bhuvneshwar Kumar,4,0,4,,,0,0
140,9,5,Trent Boult,CH Gayle,Yuzvendra Chahal,4,0,4,,,0,0
191,8,2,E Lewis,S Marsh,Anrich Nortje,0,0,0,,,0,0
151,16,3,R Ashwin,Rashid Khan,Bhuvneshwar Kumar,3,0,3,,,0,0
109,5,1,Yuvraj Singh,Andre Russell,SL Malinga,0,0,0,,,0,0
166,20,4,DA Warner,SK Trivedi,SP Narine,1,0,1,,,0,0
41,12,5,E Lewis,S Dhawan,Kagiso Rabada,0,0,0,,,0,0
45,5,3,BB McCullum,Andre Russell,SP Narine,0,0,0,,,0,0
101,3,6,Andre Russell,Ishan Kishan,Anrich Nortje,0,0,0,,,0,0
130,17,3,SR Tendulkar,BB McCullum,Chris Woakes,1,0,1,,,0,0
104,3,1,R Sharma,KL Rahul,Sandeep Sharma,0,0,0,,,0,0
122,11,2,P Cummins,AB de Villiers,DJ Bravo,1,0,1,,,0,0
17,2,5,J Bumrah,CH Gayle,BA Stokes,0,0,0,,,0,0
156,1,2,SR Watson,AB de Villiers,Rashid Khan,0,0,0,,,0,0
52,7,3,Shikhar Dhawan,Trent Boult,Jasprit Bumrah,1,0,1,,,0,0
136,7,1,R Sharma,CH Gayle,KL Rahul,2,0,2,CH Gayle,stumped,0,0
140,3,3,KL Rahul,E Lewis,KL Rahul,0,0,0,,,0,0
91,12,5,SR Tendulkar,MS Dhoni,Rashid Khan,1,0,1,,,0,0
21,5,5,RV Uthappa,AB de Villiers,SL Malinga,4,0,4,,,0,0
6,8,3,J Bumrah,Hardik Pandya,Kagiso Rabada,1,0,1,,,0,0
20,18,5,P Cummins,D Karthik,Jasprit Bumrah,0,0,0,,,0,0
29,19,4,J Bumrah,R Sharma,BA Stokes,0,0,0,,,0,0
196,2,2,S Dhawan,G Maxwell,BA Stokes,4,0,4,,,0,0
157,2,3,MS Dhoni,Mujeeb Ur Rahman,Imran Tahir,0,0,0,,,0,0
123,5,3,DA Warner,CH Gayle,BA Stokes,4,0,4,,,0,0
123,10,2,R Sharma,MS Dhoni,JJ Bumrah,1,0,1,,,0,0
98,1,5,Andre Russell,SK Raina,Bhuvneshwar Kumar,4,0,4,,,0,0
110,18,2,CH Gayle,Kagiso Rabada,SL Malinga,2,0,2,,,0,0
50,11,4,SK Raina,J Bumrah,Sandeep Sharma,6,0,6,,,0,0
193,18,5,DA Warner,V Kohli,Sandeep Sharma,0,0,0,,,0,0
47,10,1,SR Watson,SK Trivedi,Imran Tahir,2,0,2,,,0,0
156,13,4,CH Gayle,MS Dhoni,R Ashwin,0,0,0,,,0,0
189,12,2,Trent Boult,RV Uthappa,Kagiso Rabada,1,0,1,,,0,0
135,9,3,E Lewis,AB de Villiers,BA Stokes,1,0,1,,,0,0
125,9,1,S Dhawan,SR Tendulkar,Mitchell Starc,4,0,4,,,0,0
96,5,1,P Cummins,Kagiso Rabada,Rashid Khan,6,0,6,,,0,0
70,9,5,Ishan Kishan,RV Uthappa,R Ashwin,2,0,2,,,0,0
5,13,4,Trent Boult,DA Warner,Sandeep Sharma,0,0,0,,,0,0
14,10,1,G Maxwell,R Sharma,Imran Tahir,0,0,0,,,0,0
68,19,2,R Sharma,G Maxwell,Imran Tahir,1,0,1,,,0,0
189,2,1,Ishan Kishan,Yuvraj Singh,Pat Cummins,0,0,0,,,0,0
133,9,2,Ishan Kishan,Andre Russell,Sandeep Sharma,0,0,0,,,0,0
71,3,2,Yuvraj Singh,G Maxwell,Chris Woakes,0,0,0,,,0,0
169,9,6,V Kohli,SR Tendulkar,Jasprit Bumrah,0,0,0,,,0,0
46,15,4,R Sharma,Kagiso Rabada,JJ Bumrah,0,0,0,,,0,0
143,7,4,SK Raina,AB de Villiers,Mayank Markande,0,0,0,,,0,0
113,6,3,R Ashwin,J Bumrah,Anrich Nortje,0,0,0,,,0,0
159,2,2,CH Gayle,DA Warner,DJ Bravo,0,0,0,,,0,0
11,18,6,M Pandey,SK Raina,Mayank Markande,6,0,6,,,0,0
91,18,6,DA Warner,J Bumrah,Kagiso Rabada,0,0,0,,,0,0
20,8,2,SR Watson,Ishan Kishan,Yuzvendra Chahal,0,0,0,,,0,0
7,11,5,SK Trivedi,BB McCullum,Yuzvendra Chahal,1,0,1,,,0,0
76,20,1,KS Williamson,Ishan Kishan,BA Stokes,0,0,0,,,0,0
28,20,2,SR Watson,D Karthik,Mitchell Starc,4,0,4,,,0,0
97,19,1,J Buttler,Hardik Pandya,R Ashwin,2,0,2,,,0,0
145,17,5,Rashid Khan,CH Gayle,Mitchell Starc,0,0,0,,,0,0
134,15,3,R Ashwin,S Marsh,Chris Woakes,0,0,0,,,0,0
197,12,2,Kagiso Rabada,SR Watson,SL Malinga,4,0,4,,,0,0
105,12,1,G Maxwell,D Karthik,R Ashwin,4,0,4,,,0,0
115,14,2,SR Tendulkar,J Bumrah,Yuzvendra Chahal,1,0,1,,,0,0
74,11,3,CH Gayle,RG Sharma,Yuzvendra Chahal,1,0,1,,,0,0
162,7,2,Kagiso Rabada,V Kohli,DJ Bravo,0,0,0,,,0,0
121,4,2,DA Warner,Trent Boult,JJ Bumrah,6,0,6,,,0,0
136,13,4,G Maxwell,SR Tendulkar,Bhuvneshwar Kumar,0,0,0,,,0,0
87,11,5,AB de Villiers,DA Warner,R Ashwin,4,0,4,,,0,0
105,15,6,Mujeeb Ur Rahman,Yuvraj Singh,Anrich Nortje,1,0,1,,,0,0
151,17,1,J Buttler,V Kohli,Chris Woakes,1,0,1,,,0,0
83,15,2,E Lewis,R Ashwin,SL Malinga,1,0,1,,,0,0
133,17,5,E Lewis,Mujeeb Ur Rahman,Jasprit Bumrah,0,0,0,,,0,0
37,2,6,S Dhawan,Trent Boult,Mitchell Starc,0,0,0,,,0,0
89,10,2,CH Gayle,RV Uthappa,Mayank Markande,0,0,0,,,0,0
67,20,1,M Pandey,Yuvraj Singh,SP Narine,0,0,0,,,0,0
44,1,5,DA Warner,S Dhawan,JJ Bumrah,2,0,2,,,0,0
73,19,4,Trent Boult,SR Tendulkar,Rashid Khan,0,0,0,,,0,0
31,15,4,Shikhar Dhawan,J Bumrah,R Ashwin,0,0,0,,,0,0
30,12,1,M Pandey,MS Dhoni,Trent Boult,6,0,6,,,0,0
189,17,6,MS Dhoni,BB McCullum,BA Stokes,4,0,4,,,0,0
82,7,5,DA Warner,V Kohli,Sandeep Sharma,4,0,4,,,0,0
173,7,3,Andre Russell,J Buttler,Anrich Nortje,6,0,6,,,0,0
51,3,5,S Dhawan,V Kohli,Yuzvendra Chahal,0,0,0,,,0,0
46,2,4,J Bumrah,Hardik Pandya,Chris Woakes,0,0,0,,,0,0
47,10,2,Yuvraj Singh,E Lewis,Anrich Nortje,2,0,2,,,0,0
124,10,1,M Pandey,CH Gayle,Jasprit Bumrah,1,0,1,,,0,0
109,4,2,Kagiso Rabada,SR Watson,SL Malinga,0,0,0,,,0,0
124,16,5,Rashid Khan,P Cummins,JJ Bumrah,3,0,3,,,0,0
105,2,5,SR Watson,J Bumrah,Trent Boult,0,0,0,,,0,0
67,2,3,Shikhar Dhawan,M Pandey,Trent Boult,0,0,0,,,0,0
57,19,2,S Dhawan,CH Gayle,Imran Tahir,1,0,1,,,0,0
185,1,4,RG Sharma,G Maxwell,Kagiso Rabada,1,0,1,,,0,0
133,7,3,S Marsh,KS Williamson,Pat Cummins,1,0,1,,,0,0
42,12,3,Rashid Khan,S Dhawan,Pat Cummins,0,0,0,,,0,0
6,17,1,E Lewis,Hardik Pandya,Anrich Nortje,4,0,4,E Lewis,caught,0,0
70,4,4,Hardik Pandya,SR Tendulkar,Mayank Markande,0,0,0,,,0,0
181,14,1,V Kohli,KS Williamson,SL Malinga,0,0,0,,,0,0
156,10,3,Mujeeb Ur Rahman,D Karthik,JJ Bumrah,4,0,4,,,0,0
168,19,4,Ishan Kishan,Yuvraj Singh,Yuzvendra Chahal,6,0,6,,,0,0
124,10,6,E Lewis,P Cummins,Bhuvneshwar Kumar,4,1,5,,,1,0
96,18,6,AB de Villiers,Kagiso Rabada,Sandeep Sharma,2,0,2,,,0,0
115,12,4,AB de Villiers,SR Watson,Trent Boult,1,0,1,,,0,0
144,6,2,Shikhar Dhawan,P Cummins,R Ashwin,1,0,1,,,0,0
186,19,2,SK Raina,E Lewis,Mayank Markande,0,0,0,,,0,0
10,11,6,Rashid Khan,V Kohli,Mayank Markande,0,0,0,,,0,0
140,16,3,P Cummins,BB McCullum,Rashid Khan,0,0,0,,,0,0
188,3,1,Mujeeb Ur Rahman,MS Dhoni,Bhuvneshwar Kumar,0,0,0,,,0,0
32,6,2,Trent Boult,CH Gayle,BA Stokes,1,0,1,,,0,0
135,16,2,Rashid Khan,Hardik Pandya,JJ Bumrah,1,0,1,,,0,0
174,9,5,SR Watson,Ishan Kishan,Chris Woakes,0,0,0,,,0,0
53,20,6,SK Trivedi,J Bumrah,Anrich Nortje,0,0,0,,,0,0
185,5,2,D Karthik,Andre Russell,JJ Bumrah,1,0,1,,,0,0
2,10,6,S Marsh,S Dhawan,SL Malinga,0,0,0,,,0,0
120,20,2,MS Dhoni,SK Trivedi,Pat Cummins,4,0,4,MS Dhoni,lbw,0,0
73,14,5,RV Uthappa,Ishan Kishan,Imran Tahir,1,0,1,,,0,0
165,7,1,J Buttler,AB de Villiers,KL Rahul,1,0,1,,,0,0
134,19,6,Ishan Kishan,BB McCullum,Chris Woakes,1,0,1,,,0,0
189,20,6,Andre Russell,S Dhawan,DJ Bravo,3,1,4,,,1,0
158,5,2,KS Williamson,Shikhar Dhawan,JJ Bumrah,0,0,0,,,0,0
131,15,4,Andre Russell,SR Watson,Jasprit Bumrah,1,0,1,,,0,0
97,13,6,Andre Russell,G Maxwell,Jasprit Bumrah,1,0,1,,,0,0
155,7,2,R Ashwin,J Buttler,Yuzvendra Chahal,0,0,0,,,0,0
176,4,5,Mujeeb Ur Rahman,G Maxwell,DJ Bravo,4,0,4,,,0,0
172,12,6,Mujeeb Ur Rahman,S Dhawan,Imran Tahir,2,0,2,,,0,0
98,12,2,V Kohli,S Dhawan,Rashid Khan,1,0,1,,,0,0
85,4,3,J Bumrah,D Karthik,JJ Bumrah,4,0,4,,,0,0
123,13,1,J Bumrah,Yuvraj Singh,BA Stokes,4,0,4,,,0,0
121,20,6,Kagiso Rabada,E Lewis,DJ Bravo,1,0,1,,,0,0
27,2,3,R Sharma,KS Williamson,DJ Bravo,4,0,4,,,0,0
31,2,4,SK Raina,BB McCullum,SL Malinga,1,0,1,,,0,0
168,20,6,R Sharma,G Maxwell,Trent Boult,1,0,1,,,0,0
185,12,5,V Kohli,Rashid Khan,Yuzvendra Chahal,1,0,1,,,0,0
195,17,2,R Ashwin,RG Sharma,DJ Bravo,2,0,2,,,0,0
130,14,2,V Kohli,SR Watson,Mayank Markande,0,0,0,,,0,0
179,3,5,Kagiso Rabada,RG Sharma,SL Malinga,4,0,4,,,0,0
82,19,6,R Sharma,KL Rahul,JJ Bumrah,4,0,4,,,0,0
186,8,3,S Marsh,SR Tendulkar,Jasprit Bumrah,0,0,0,,,0,0
36,19,3,Rashid Khan,M Pandey,KL Rahul,3,0,3,,,0,0
67,15,3,RG Sharma,E Lewis,Kagiso Rabada,0,0,0,,,0,0
116,6,1,Ishan Kishan,J Buttler,Pat Cummins,0,0,0,,,0,0
166,10,2,BB McCullum,D Karthik,Pat Cummins,1,0,1,,,0,0
198,7,3,S Dhawan,Andre Russell,Mayank Markande,0,0,0,,,0,0
48,16,2,Kagiso Rabada,SR Watson,Kagiso Rabada,3,0,3,,,0,0
83,4,6,G Maxwell,V Kohli,DJ Bravo,4,0,4,,,0,0
26,6,3,RV Uthappa,KS Williamson,Rashid Khan,1,0,1,,,0,0
158,15,5,Mujeeb Ur Rahman,Hardik Pandya,Anrich Nortje,0,0,0,,,0,0
87,16,6,Hardik Pandya,RV Uthappa,BA Stokes,0,0,0,,,0,0
130,4,4,Mujeeb Ur Rahman,R Ashwin,Chris Woakes,1,0,1,,,0,0
77,20,6,D Karthik,S Marsh,Chris Woakes,6,0,6,,,0,0
14,3,3,J Buttler,SK Trivedi,Rashid Khan,1,0,1,,,0,0
